חותמת זמן,איזה סוג ספורט תחרותי/קבוצתי אתה משחק בתדירות הגבוהה ביותר? (ניתן לבחור כמה),גיל,מין,אזור,"באיזו תדירות אתה משחק ספורט תחרותי או קבוצתי (כדורגל, כדורסל, פאדל טניס וכו')?",עד כמה חשוב לך לדעת אם אתה משתפר לאורך זמן?,מה אתה עושה היום כדי לעקוב אחרי הביצועים שלך? (ניתן לבחור כמה),מה הכי חסר לך כשאתה מסיים אימון או משחק מול חברים? (ניתן לבחור כמה),אם הייתה אפליקציה שנותנת לך דירוג אמיתי ובונה לך כרטיס שחקן עם סטטיסטיקות כמה סביר שהיית מתקין אותה?,"אם הייתה אפליקציה כזאת, זה היה מעלה לך את המוטיבציה לעשות ספורט?",באיזו פלטפורמה אתה בעיקר משתמש היום כדי לקבוע משחקים או למצוא שחקנים?,"מה המידע שהכי חסר לך כדי לצאת מהבית לשחק במגרש ציבורי? (לא חובה ניתן לבחור כמה)
","כשמתחשק לך פתאום לצאת לשחק עכשיו, עד כמה קשה לך למצוא שחקנים ברמה שלך?","אם הייתה לך גישה לקלף שחקן דיגיטלי מעוצב שכולל את ציון ה""אוברול"" שלך והסטטיסטיקות, האם היית משתף אותו ברשתות החברתיות (סטורי, וואטסאפ)?","מה ה""פיצ'ר חלומות"" שהיה גורם לך לפתוח אפליקציית ספורט כזו לפני או אחרי כל משחק?","האם היית מוכן לשלם עבור אפליקציה שתספק לך דירוג מדויק מול אחרים וניתוחי AI על הביצועים שלך (pace, shooting לדוגמא)?",עד כמה היית מעוניין להשתמש במערכת שתתעד באופן אוטומטי את תוצאת המשחק וסרטוני ההיילייטס במגרש הציבורי?,דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [דירוג אישי (Overall score)],"דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סטטיסטיקות ספציפיות (מהירות, מרחק, קליעות, שערים)]",דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סרטוני היילייטס ],דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [הכרה חברתית / פרסים]
02/04/2026 20:30:44,כדורגל,19-25,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים",5,4,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,תלוי כמה העיצוב יהיה מרשים,,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,5,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
02/04/2026 20:38:03,טניס,26-35,זכר,באר שבע והדרום,פעם בכמה שבועות,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin)","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,קבוצות פייסבוק,,5,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
02/04/2026 20:41:26,טניס,עד 18,זכר,חיפה והצפון,3 פעמים בשבוע או יותר,5,כלום,סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים),5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",שעות פעילות מדויקות,5,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מאוד
02/04/2026 20:41:27,טניס,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,אפליקציות ייעודיות,האם האורות דולקים עכשיו?,3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",סטטיסטיקה,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,חשוב מעט,חשוב מעט
02/04/2026 20:42:07,טניס,36-45,זכר,אזור השרון,1-2 פעמים בשבוע,5,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), כלום","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים)",4,4,אפליקציות ייעודיות,,3,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,2,חשוב מאוד,חשוב מעט,לא חשוב,חשוב מעט
02/04/2026 20:42:44,"פאדל, טניס",19-25,נקבה,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin)","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",אין משהו ספציפי,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מאוד,חשוב מעט,חשוב מעט
02/04/2026 20:45:23,טניס,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,3,כלום,דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין),4,4,קבוצות וואטסאפ של השכונה/החבר'ה,שעות פעילות מדויקות,5,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,4,חשוב מאוד,לא חשוב,לא חשוב,חשוב מעט
02/04/2026 20:45:32,"פאדל, טניס, טניס שולחן",26-35,זכר,אזור השרון,3 פעמים בשבוע או יותר,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",,3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",דירוגים,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),4,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מאוד
02/04/2026 20:48:53,טניס,46+,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",3,"כנראה שלא, אני שומר את הנתונים לעצמי",לראות נתונים ומהירויות וצילום צשחק,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מאוד,חשוב מעט,חשוב מאוד
02/04/2026 20:55:03,"כדורגל, טניס, אחר",עד 18,זכר,באר שבע והדרום,3 פעמים בשבוע או יותר,5,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק)","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",5,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מאוד
02/04/2026 20:56:27,"כדורגל, פאדל, טניס",עד 18,זכר,אזור השרון,3 פעמים בשבוע או יותר,4,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת",5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מעט,חשוב מעט,חשוב מעט
02/04/2026 20:56:27,טניס,46+,זכר,אזור השרון,3 פעמים בשבוע או יותר,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",3,3,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",,3,תלוי כמה העיצוב יהיה מרשים,הנחה קבועה המגרשים ברחבי הארץ,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),4,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
02/04/2026 21:01:24,"פאדל, טניס",26-35,זכר,באר שבע והדרום,3 פעמים בשבוע או יותר,5,זוכר בראש מי ניצח וכמה הבקעתי,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,3,קבוצות וואטסאפ של השכונה/החבר'ה,שעות פעילות מדויקות,2,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מעט,חשוב מאוד,חשוב מעט
02/04/2026 21:02:25,טניס,46+,זכר,חיפה והצפון,3 פעמים בשבוע או יותר,5,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק), זוכר בראש מי ניצח וכמה הבקעתי","דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",3,1,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),2,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,2,חשוב מעט,חשוב מעט,חשוב מעט,לא חשוב
02/04/2026 21:05:53,טניס,46+,זכר,חיפה והצפון,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"שום דבר, אני נהנה גם ככה",5,3,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מאוד,חשוב מעט,חשוב מעט
02/04/2026 21:07:09,טניס,19-25,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי","דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",4,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",,2,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,1,חשוב מאוד,חשוב מעט,לא חשוב,חשוב מעט
02/04/2026 21:10:25,טניס,46+,נקבה,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin)","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים",3,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",3,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מעט,לא חשוב,לא חשוב
02/04/2026 21:12:18,"טניס, טניס שולחן",19-25,נקבה,תל אביב והמרכז,פעם בכמה שבועות,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק)","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מעט,חשוב מעט
02/04/2026 21:16:50,"כדורגל, פאדל, טניס",26-35,זכר,אזור השרון,3 פעמים בשבוע או יותר,2,"מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק), זוכר בראש מי ניצח וכמה הבקעתי","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), שום דבר, אני נהנה גם ככה",3,3,קבוצות פייסבוק,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,3,חשוב מעט,חשוב מאוד,חשוב מעט,לא חשוב
